endTime,artistName,trackName,msPlayed,uri
2021-08-25 21:46,Frank Ocean,Nights,307151,
2021-08-25 21:56,Childish Gambino,I. The Worst Guys,219739,
2021-08-25 21:56,Willum Maindo,You Buggin',17349,2egXjIvQ6qeBhZNDkOGfQq
2021-08-25 22:00,Halima,Ford Cardinal,222896,7Esrr3lXpwFDCc7SjKohB6
2021-08-25 22:00,Willum Maindo,You Buggin',27930,2egXjIvQ6qeBhZNDkOGfQq
2021-08-25 22:01,Pink Sweat$,Honesty (Remix) [feat. Jessie Reyez],3823,47r6MeqPoeQgCsa5vOQxoo
2021-08-25 22:01,Glass Animals,Youth,1993,1LPGwuFgIzbJoShfDdw7MY
2021-08-25 22:01,Frank Ocean,Pyramids,24591,
2021-08-25 22:01,Pink Sweat$,Icy,1029,4IXtbeWsD2DQWnTfjDSMjm
2021-08-25 22:01,SG Lewis,Easy Loving You (with Kamille),2175,2OcQ3jWdw0k7ehTyE12BC0
2021-08-25 22:09,Glass Animals,Youth,210090,1LPGwuFgIzbJoShfDdw7MY
2021-08-25 22:09,Sam Smith,Midnight Train,954,6hPFEpT7bVguj9aCFLOmiz
2021-08-25 22:09,Willum Maindo,Oracle,925,0fWcWYmgL6PkHOnj2I9tC5
2021-08-25 22:09,Pink Sweat$,Icy,869,4IXtbeWsD2DQWnTfjDSMjm
2021-08-25 22:09,Tove Lo,romantics,842,45CiDBvF0HNtAHXQFfnSzD
2021-08-25 22:09,Hippo Campus,baseball,904,
2021-08-25 22:09,Daughter,Flaws,1620,
2021-08-25 22:09,Nothing But Thieves,Phobia,727,23n5c1SOEELWxi173quzYb
2021-08-25 22:09,Danny Ocean,Me Rehúso,895,6De0lHrwBfPfrhorm9q1Xl
2021-08-25 22:09,Lauv,Comfortable,812,05fmLn8tNYb3ijIH2jCLPb
2021-08-25 22:09,Justin Bieber,At Least For Now,900,6VLkgf5YmLixsabdqiCVGU
2021-08-25 22:10,Glass Animals,Your Love (Deja Vu) - Stripped Back,3234,3RG2HiKs8nMr5j6StmLuHi
2021-08-25 22:10,Ludwig van Beethoven,"Sonata No. 13 ""Quasi una Fantasia"" in E-Flat Major, Op. 27 No. 1: II. Allegro molto e vivace",1065,2sh2LhWeNoTcX6T3zlEa08
2021-08-25 22:10,070 Beheard,Said,1643,2C3NqGue28mX7oBWKK4CdZ
2021-08-25 22:10,ODESZA,Meridian,6181,7t7SLzJtQzD8wdJqwYD3XM
2021-08-25 22:10,Billie Eilish,Lost Cause,805,2xdwCJLfKCkat14mlgR26M
2021-08-25 22:10,BØRNS,Clouds,7152,03v70ZBxmcPX3RWAZMzqaW
2021-08-25 22:10,ZAYN,Scripted,1757,4lBTwYz5ZhcF6G7u2pPLtG
2021-08-25 22:10,Wet,Body,1978,5GASpj4S5zEKztFAmvqvn4
2021-08-25 22:10,Petit Biscuit,Creation Comes Alive,852,6I1ijupAkKjFajscMgH95y
2021-08-25 22:10,ODESZA,La Ciudad,3974,4x6aawsLyPkF3aGPXGvbat
2021-08-25 22:10,ABIR,Yacht,1645,6Z7YZbWjwttPJ0nwLAVLGI
2021-08-25 22:10,Vandelux,Matter of Time (feat. Alex Maher),1858,4BmPTpXnae3IwwXAcK0byT
2021-08-25 22:10,Daughter,Smother,1249,1drUAdX3NY4dTieuxdedLY
2021-08-25 22:10,Ludwig van Beethoven,"Sonata No. 13 ""Quasi una Fantasia"" in E-Flat Major, Op. 27 No. 1: III. Adagio con espressione",23,3qmbFw0aC3VyIfSQKo8BWV
2021-08-25 22:10,ZAYN,Natural,3860,0ubgPdVdSSp0n2l4pLIeB2
2021-08-25 22:10,Daughter,All I Wanted,1923,
2021-08-25 22:10,Wet,All the Ways,1799,5aplIGVNdX0SMUgYMbGpk1
2021-08-25 22:10,Beyoncé,I Been On - Homecoming Live,2440,76raxY6tmyR6mi9xcWCFk7
2021-08-25 22:10,BANKS,Hawaiian Mazes,1295,6IwqOnORFD7Jssoyor6Ngf
2021-08-25 22:10,Tinashe,Salt,1344,0J6I0Zgrh5LkwgUx9zJ21h
2021-08-25 22:10,Young the Giant,Elsewhere,3838,
2021-08-25 22:10,Xavier Omär,Blind Man,1011,0DQQRJ4sR3pxwom9L7D7QR
2021-08-25 22:10,Kevin Garrett,Faith You Might,777,1sj1zSyFRj72niCZRhjjPJ
2021-08-25 22:10,Tame Impala,The Less I Know The Better,1480,
2021-08-25 22:11,Alina Baraz,Show Me,1127,5DWlblna0iBMpTvo5cXzdK
2021-08-25 22:11,HONNE,Gone Are the Days - SOHN Remix,1275,
2021-08-25 22:11,Oh Wonder,Heart Strings,2904,
2021-08-25 22:11,Beyoncé,Lose My Breath (feat. Kelly Rowland & Michelle Williams) - Homecoming Live,2778,716IzgeD9yjfCiZuG9aG4i
2021-08-25 22:11,Ariana Grande,needy,1613,1TEL6MlSSVLSdhOSddidlJ
2021-08-25 22:11,cehryl,Don't Wake Me,23,
2021-08-25 22:11,Astronomyy,Things I'd Do for U,1035,79Hy8D440T4YrpEfwlL7qb
2021-08-25 22:11,Ariana Grande,Thinking Bout You,1080,6iOhd5wNnvvwGDEuNILvM5
2021-08-25 22:11,Astronomyy,Rest in Paradise,763,272LGhU84OINigzqplAv5t
2021-08-25 22:11,Halsey,Hopeless,1371,0FV5UJ3aGray3oeNBpJ8oc
2021-08-25 22:11,Hippo Campus,Bubbles,1127,0y6kNbj1V0Yzj4yj997F65
2021-08-25 22:11,BØRNS,Bye-bye Darling,855,0G4pUsKa2CbhpyBlM5QPXK
2021-08-25 22:11,BANKS,Stroke - Live And Stripped,10844,4czQBU6TxukeGUSApjDOln
2021-08-25 22:11,Lakyn,Slumdog,3386,7LX0FQVdlblsBoRz7TcsIu
2021-08-25 22:11,Sam Smith,One Day At A Time,1861,2weuLbzYrptvPuAWykOI0V
2021-08-25 22:11,Ariana Grande,NASA,3838,4uTvPEr01pjTbZgl7jcKBD
2021-08-25 22:11,Oh Malô,Feed,645,
2021-08-25 22:11,Kevin Garrett,Warn,2654,186OhT8XDhCg3j3wmk46KM
2021-08-25 22:11,Daughter,Tomorrow,23,16BwvRjOxOmLKXVPmNjNDT
2021-08-25 22:11,Daughter,Departure,1018,
2021-08-25 22:11,Oh Malô,As We Were,23,0adEmmG7dz9aCSH6JTBTLS
2021-08-25 22:11,cehryl,Director's Cut,947,3IKqgknhA0K2XcZund6GeM
2021-08-25 22:11,Solange,Stay Flo,798,6GCIYIWUBSLontW6divqsw
2021-08-25 22:11,Oh Wonder,Bigger Than Love,2189,
2021-08-25 22:11,The 1975,I Couldn't Be More In Love,695,2HwwGKPcI0rqnsFCqATXuj
2021-08-25 22:11,Ariana Grande,Knew Better / Forever Boy,3493,2SUQGI9ztmp0PQd1J8SVHx
2021-08-25 22:11,Young the Giant,Slow Dive,1470,0JQqJ4BbSBL0Kz7GHaajtY
2021-08-25 22:11,Charlotte Cardin,Xoxo,772,2dTzp0JhQOdbteO6RKEuMW
2021-08-25 22:14,Hippo Campus,warm glow,23,
2021-08-25 22:14,Billie Eilish,you should see me in a crown,1285,3XF5xLJHOQQRbWya6hBp7d
2021-08-25 22:14,ZAYN,Imprint,23,2y4C7yxLi2xAfIdUDNCoxQ
2021-08-25 22:14,Daughter,Tomorrow,923,16BwvRjOxOmLKXVPmNjNDT
2021-08-25 22:14,Solange,Stay Flo,137345,6GCIYIWUBSLontW6divqsw
2021-08-25 22:14,Lauv,Getting Over You,1363,4G4gtvlaFaI6v6wWD8UvqL
2021-08-25 22:26,Hippo Campus,warm glow,128406,
2021-08-26 01:45,Shania Twain,Man! I Feel Like A Woman!,234430,
2021-08-26 01:49,Shania Twain,Forever And For Always - Pop Red Edit,243439,
2021-08-26 01:50,Shania Twain,I Won't Leave You Lonely,46208,
2021-08-26 01:54,Shania Twain,Any Man Of Mine,235487,
2021-08-26 01:56,Shania Twain,That Don't Impress Me Much,81883,
2021-08-26 01:59,Shania Twain,"Honey, I'm Home",211204,
2021-08-26 02:03,Shania Twain,Man! I Feel Like A Woman!,234476,
2021-08-26 02:03,Shania Twain,"Home Ain't Where His Heart Is (Anymore)/The Woman In Me/You've Got A Way - Medley / Live At Reunion Arena, Dallas, 1998",14959,
2021-08-26 02:07,Beyoncé,End of Time,223986,
2021-08-26 02:07,Beyoncé,Love On Top,4123,
2021-08-26 02:13,Beyoncé,Party (feat. André 3000),325826,
2021-08-26 02:17,Beyoncé,Flawless Remix (feat. Nicki Minaj),234413,
2021-08-26 02:17,Beyoncé,Check On It - Homecoming Live,3031,632ikkYPSHSHA5udZeuKvk
2021-08-26 02:22,Beyoncé,Drunk in Love (feat. Jay-Z),323480,
2021-08-26 02:23,Beyoncé,"You Don't Love Me (No, No, No) - Homecoming Live",71916,6u0WV2PHrzRjLO8BtRpme7
2021-08-26 02:27,Destiny's Child,Bootylicious,207906,41nT1Sp6ChR65FbsdLlFHW
2021-08-26 02:30,Beyoncé,"Listen (From the Motion Picture ""Dreamgirls"")",219546,
2021-08-26 02:34,Beyoncé,Don't Hurt Yourself (feat. Jack White),233666,
2021-08-26 02:39,Beyoncé,Best Thing I Never Had,253746,
2021-08-26 02:43,Beyoncé,"SPIRIT - From Disney's ""The Lion King""",277070,2Zlw9b4RYv2jFxupJCEoN2
2021-08-26 02:47,Beyoncé,Naughty Girl,208573,
2021-08-26 02:50,Beyoncé,Countdown,212146,
2021-08-26 02:53,Beyoncé,I Been On - Homecoming Live,160089,76raxY6tmyR6mi9xcWCFk7
2021-08-26 02:57,Beyoncé,Don't Hurt Yourself - Homecoming Live,256812,2NbffhNltorifsuY5doB1l
2021-08-26 03:01,Beyoncé,I Care - Homecoming Live,248538,62vR9bMq3tP0lfyrMtpujE
2021-08-26 03:20,Nija,MY POWER,95155,
2021-08-26 19:18,Eloise,Hungover,216760,
2021-08-26 19:22,Kenzie TTH,Dark July,216000,
2021-08-26 19:25,Social House,Tropical Rain,150880,
2021-08-26 19:28,Taylor Kelly,California,193076,
2021-08-26 19:31,Zilo,Sometimes,221250,
2021-08-26 19:34,María Isabel,Distance,158745,
2021-08-26 19:38,Ásgeir,Turn Gold to Sand,247853,
2021-08-26 19:41,Victoria Monét,Experience,176773,
2021-08-26 19:44,Good Luck Finding Iris,Fool for You,158000,
2021-08-26 19:47,Raphael Jason Zamora,Jane Novacane,193506,
2021-08-26 19:50,Beshken,Holding Me,180223,
2021-08-26 19:53,Tangina Stone,Clean It Up,154335,
2021-08-26 20:20,Kiana Ledé,Chocolate. (ft. Ari Lennox),62637,
2021-08-26 20:25,Glass Animals,The Other Side Of Paradise,320654,0rRjGruFonCGOt0S5zAJNQ
2021-08-26 20:28,BROODS,Heartlines,197000,
2021-08-26 20:32,VÉRITÉ,Need Nothing,221946,3peHeqaa3c0bDIA3whCWR0
2021-08-26 20:36,HAIM,If I Could Change Your Mind,229373,
2021-08-26 20:39,Sir Sly,2am,212513,3IQ1KwgW9eu7yAtrofZpbN
2021-08-26 20:43,Wafia,I'm Good,217136,
2021-08-26 20:44,HONNE,Treat You Right,72025,6OulnIab9bf8oVFUQwb6kK
2021-08-26 20:45,Beyoncé,Deja Vu (feat. Jay-Z) - Homecoming Live,25277,7Id9WVdUZXIK1jchXxvRH3
2021-08-26 20:45,Glass Animals,Youth,1221,1LPGwuFgIzbJoShfDdw7MY
2021-08-26 20:45,Nothing But Thieves,If I Get High,1171,
2021-08-26 20:45,Frank Ocean,Super Rich Kids,26242,0725YWm6Z0TpZ6wrNk64Eb
2021-08-26 20:45,Lana Del Rey,Summertime Sadness,1052,
2021-08-26 20:49,Ariana Grande,Greedy,214906,
2021-08-26 20:53,ZAYN,BeFoUr,208920,7ofgPlilLgcw6G7fd2zNpT
2021-08-26 20:56,The 1975,Sex,207001,
2021-08-26 20:59,Oh Wonder,High On Humans,191280,2XELtFPg5H2Xmg6eas6dII
2021-08-26 21:03,Hippo Campus,Buttercup,226610,6iCJCZqDJjmBxt07Oid6FI
2021-08-26 21:04,Frank Ocean,Lost,1981,
2021-08-26 21:04,Ben Howard,Only Love,69275,
2021-08-26 21:04,BANKS,Weaker Girl,1093,66hcdey60iQ45Gx72LZyVS
2021-08-26 21:18,Glass Animals,Your Love (Déjà Vu),212003,5DYD4zlGiFlkpLaf2Bk8Vl
2021-08-26 23:45,Sir Sly,2am,212513,3IQ1KwgW9eu7yAtrofZpbN
2021-08-26 23:48,BANKS,Drowning - Live And Stripped,195133,1YPa7jmYgbCrz7VS7zSx1j
2021-08-26 23:52,Calvin Harris,Sweet Nothing (feat. Florence Welch),212560,
2021-08-26 23:53,Hippo Campus,Buttercup,50848,6iCJCZqDJjmBxt07Oid6FI
2021-08-26 23:56,VÉRITÉ,Need Nothing,221946,3peHeqaa3c0bDIA3whCWR0
2021-08-26 23:57,Lorde,Ribs,25328,
2021-08-27 00:00,Bombay Bicycle Club,Luna,190866,
2021-08-27 00:03,Frank Ocean,Pink + White,184516,
2021-08-27 00:06,BØRNS,"10,000 Emerald Pools",174693,2pA4ip3VIEVcIa3qE02oAX
2021-08-27 00:11,Ariana Grande,Knew Better / Forever Boy,299213,2SUQGI9ztmp0PQd1J8SVHx
2021-08-27 00:14,Glass Animals,Cane Shuga,196570,7GHqPV9RCRofSXh68htAkg
2021-08-27 00:15,Glass Animals,Youth,54508,1LPGwuFgIzbJoShfDdw7MY
2021-08-27 14:57,Kevin Holliday,Grassblade Love,182050,
2021-08-27 15:00,Kiana Ledé,Chocolate. (ft. Ari Lennox),186120,
2021-08-27 15:05,ELIZA,Alone & Unafraid,269862,
2021-08-27 15:09,Lucky Daye,Late Night,237517,
2021-08-27 15:12,Kenzie TTH,Dark July,216000,
2021-08-27 15:16,Ásgeir,Turn Gold to Sand,247853,
2021-08-27 15:19,María Isabel,Distance,158745,
2021-08-27 15:23,Toulouse,If I Wunna,218181,
2021-08-27 15:26,Raphael Jason Zamora,Jane Novacane,193506,
2021-08-27 15:26,Jesse Boykins III,Vegetables,22146,
2021-08-27 15:31,Dianna Lopez,Blu,269752,
2021-08-27 15:34,Beshken,Holding Me,180223,
2021-08-27 15:37,Victoria Monét,Experience,176773,
2021-08-27 15:40,Hablot Brown,GO,189560,
2021-08-27 15:44,Astronomyy,Flamingo,222484,
2021-08-27 15:47,Noah Mac,All She Want Is Gold,195373,
2021-08-27 15:50,Oya Noire,Sugar Honey Iced Tea,191944,
2021-08-27 15:54,morgxn,WONDER (reimagined by PVRIS),255976,
2021-08-27 15:57,Social House,Tropical Rain,150880,
2021-08-27 16:01,Eloise,Hungover,216760,
2021-08-27 16:03,Leo Bhanji,The Wades,141440,
2021-08-27 16:05,Tangina Stone,Clean It Up,154335,
2021-08-27 16:06,Naji,Angel,55356,
2021-08-27 19:59,Naji,Angel,44742,
2021-08-27 20:04,Local Natives,Breakers,249293,
2021-08-27 20:07,Oh Wonder,Solo,204933,0cQ5y2ycYOR7KrMG752t8Q
2021-08-27 20:07,Astronomyy,Rest in Paradise,10247,272LGhU84OINigzqplAv5t
2021-08-27 20:09,Alessia Cara,Stone,81591,
2021-08-27 20:21,Alessia Cara,Stone,146410,
2021-08-27 20:24,Kevin Garrett,The Way I Keep Myself Together,188546,
2021-08-27 20:30,The 1975,If I Believe You,380320,
2021-08-27 20:34,Daughter,Run,246986,7la7uGsVc8YVnOWPmQyEcz
2021-08-27 20:37,Ariana Grande,My Everything,168520,4eumFsTnduH3zRfaASoAPs
2021-08-27 20:41,Daughter,Home,258973,0P42eWQvmNe6I453EkicVo
2021-08-27 20:44,Ariana Grande,needy,171573,1TEL6MlSSVLSdhOSddidlJ
2021-08-27 20:49,London Grammar,Strong,265613,
2021-08-27 20:54,The 1975,Lostmyhead,319413,
2021-08-27 20:58,Frank Ocean,White Ferrari,248807,
2021-08-27 21:02,Beyoncé,XO,215946,
2021-08-27 21:04,Lorde,Liability (Reprise),136019,6lFDB0BFDRV58qaQDX85jV
2021-08-27 21:09,Lorde,A World Alone,294222,
2021-08-27 21:13,Glass Animals,Youth,230693,1LPGwuFgIzbJoShfDdw7MY
2021-08-27 21:14,Hippo Campus,Monsoon,104182,66AUmEXHX4gvNch2wUa2JD
2021-08-27 21:15,Bastille,Overjoyed,4455,
2021-08-27 21:15,BANKS,Under The Table,7552,3p2kWxN82u4otc3jthgQyX
2021-08-27 21:15,Lauv,Breathe,6985,373q2bp4ZvyJ9kFZcpJSMs
2021-08-27 21:18,Oh Wonder,Body Gold,184524,0IIdoxwlGBHhNZQkbYF3yD
2021-08-27 21:26,BANKS,Fuck Em Only We Know,509106,29eSUWTaHCK25EPDNTk1hG
2021-08-27 21:55,Oh Wonder,Body Gold,1596,0IIdoxwlGBHhNZQkbYF3yD
2021-08-27 21:58,BANKS,Fuck Em Only We Know,187353,29eSUWTaHCK25EPDNTk1hG
2021-08-27 22:40,Ben Howard,Time Is Dancing,6355,
2021-08-27 22:40,BANKS,Fuck Em Only We Know,36625,29eSUWTaHCK25EPDNTk1hG
2021-08-27 22:40,BANKS,Fuck With Myself,1243,3yMQ2HIVpgZHKLLBCBJ52e
2021-08-27 22:40,Oh Wonder,Dazzle,2078,2KYyhbWmfbW4z8eMhFzme4
2021-08-27 22:44,BANKS,Fuck Em Only We Know,276037,29eSUWTaHCK25EPDNTk1hG
2021-08-27 22:45,BANKS,Fuck With Myself,25902,3yMQ2HIVpgZHKLLBCBJ52e
2021-08-27 22:46,Oh Wonder,Dazzle,54061,2KYyhbWmfbW4z8eMhFzme4
2021-08-27 22:49,Ben Howard,Time Is Dancing,213883,
2021-08-27 23:46,Ben Howard,Time Is Dancing,195279,
2021-08-27 23:50,The Japanese House,Cool Blue,231333,
2021-08-27 23:55,Frank Ocean,Sweet Life,262680,
2021-08-27 23:59,Beyoncé,Crazy In Love - Remix,226400,
2021-08-28 00:02,Billie Eilish,Ocean Eyes - Astronomyy Remix,231785,6NOq79ynBpBi6BSJMdgReN
2021-08-28 00:05,cehryl,Just Another,175840,74FdaTendRuMTBBLchJ6mP
2021-08-28 00:10,Glass Animals,Agnes,271672,6prvUr8l3t7x5GY7heQb5w
2021-08-28 00:10,Aquilo,Sober,22492,2lQv5l2Bmf7hYyYwjNe2lC
2021-08-28 00:12,BANKS,Drowning,130214,5EAIvJhrfTJJEc0JH5q8m7
2021-08-28 00:16,Beyoncé,Pretty Hurts,225681,
2021-08-28 00:19,TENDER,Nadir,8857,
2021-08-28 00:19,EXES,With Fire,26320,6BgZ8LL7Y8Ic8BCkxYQNwn
2021-08-28 00:19,The 1975,Robbers,160572,
2021-08-28 00:21,Kevin Garrett,Coloring,73696,
2021-08-28 00:21,Wet,Weak,4501,18ilxfmgv5JeiYmqO8G9u9
2021-08-28 00:21,BROODS,Bridges,9355,
2021-08-28 00:23,VÉRITÉ,younger women,34746,0tqYEqO4dFNKuT1x4j8bKd
2021-08-28 00:27,Sir Sly,Too Far Gone,206760,
2021-08-28 00:28,Halsey,Hopeless,12811,0FV5UJ3aGray3oeNBpJ8oc
2021-08-28 00:28,Local Natives,You & I,73495,
2021-08-28 00:32,BØRNS,The Emotion,12240,03YZnK3XQWKpvo9TyNZzXf
2021-08-28 00:32,BANKS,Alibi,228357,6aEY6gBUMnfb9iW2ARR4jF
2021-08-28 00:32,ROSALÍA,Dolerme,12115,2reL9PAUza4PUtbjqW1fRf
2021-08-28 00:33,TENDER,Violence,7537,5dd8DTcLb6COvyIUHJXSeW
2021-08-28 00:33,The Japanese House,Clean,24514,
2021-08-28 00:36,Frank Ocean,Pink Matter,197255,
2021-08-28 00:40,Wet,The Middle,217168,1SelvzeWuIm8n2yRUpFKl5
2021-08-28 00:40,HAIM,Right Now,20475,
2021-08-28 00:40,Daughter,Numbers,12397,05jFhbrKpgEOURy9gkWRTa
2021-08-28 00:41,The 1975,Me,9034,
2021-08-28 00:41,The Japanese House,Saw You In A Dream,45332,
2021-08-28 00:44,Oh Wonder,Drive,196465,2kJqNHHGOzLNahukdvlDWN
2021-08-28 00:45,Wet,Body,9947,5GASpj4S5zEKztFAmvqvn4
2021-08-28 00:46,The Neighbourhood,Prey,95755,
2021-08-28 00:47,Oh Wonder,Shark,17490,3wwO0kUiwpyzHdkMNoifLR
2021-08-28 00:48,BROODS,Never Gonna Change,114178,
2021-08-28 00:49,BROODS,Four Walls,7968,
2021-08-28 00:49,Lorde,Ribs,11130,
2021-08-28 00:52,Billie Eilish,idontwannabeyouanymore,203569,2toP38V9z9qPYhX6i48JRH
2021-08-28 00:57,Ben Howard,I Forget Where We Were,281213,
2021-08-28 01:01,Halsey,Drive,258764,
2021-08-28 01:04,Billie Eilish,when the party's over,135141,43zdsphuZLzwA9k4DJhU0I
2021-08-28 01:06,Billie Eilish,when the party's over,61005,43zdsphuZLzwA9k4DJhU0I
2021-08-28 01:08,Wet,You're the Best,177986,6dHrWj35HXTGvlCasE5VAA
2021-08-28 01:11,Lorde,Liability,171727,6Kkt27YmFyIFrcX3QXFi2o
2021-08-28 01:11,VÉRITÉ,Somewhere in Between,1002,6BU7K6qiaL1Wow45UsjeJu
2021-08-28 01:41,VÉRITÉ,Somewhere in Between,1170,6BU7K6qiaL1Wow45UsjeJu
2021-08-28 01:45,Lorde,Liability,171727,6Kkt27YmFyIFrcX3QXFi2o
2021-08-28 01:48,Kevin Garrett,Coloring,219653,
2021-08-28 01:49,Wet,Weak,24455,18ilxfmgv5JeiYmqO8G9u9
2021-08-28 01:54,Alina Baraz,Unfold,272142,1cSpPl4FhWtft5fUTqRr8f
2021-08-28 01:58,Bon Iver,Blood Bank,285160,
2021-08-28 02:04,Adele,I Miss You,2247,
2021-08-28 02:04,The 1975,Lostmyhead,319413,
2021-08-28 02:08,Rex Orange County,Apricot Princess,238480,
2021-08-28 02:11,Oh Wonder,Solo,204933,0cQ5y2ycYOR7KrMG752t8Q
2021-08-28 02:16,Billie Eilish,Ocean Eyes - Astronomyy Remix,296266,6NOq79ynBpBi6BSJMdgReN
2021-08-28 02:19,Ariana Grande,My Everything,168520,4eumFsTnduH3zRfaASoAPs
2021-08-28 02:24,Lana Del Rey,Born To Die,286253,
2021-08-28 02:25,Local Natives,Breakers,53970,
2021-08-28 03:03,Local Natives,Breakers,17760,
2021-08-28 03:03,Chloe x Halle,Happy Without Me (feat. Joey Bada$$),3664,
2021-08-28 03:07,Daniel Caesar,We Find Love,254919,1TPLsNVlofwX1txcE9gZZF
2021-08-28 03:12,BANKS,Fuck Em Only We Know,276037,29eSUWTaHCK25EPDNTk1hG
2021-08-28 03:15,UMI,Love Affair,190960,77louqSyp5KhwleVBa0nPW
2021-08-28 03:19,Jorja Smith,Blue Lights,250454,1It1TxBK3xIQAB4xJkPevn
2021-08-28 03:24,Alina Baraz,Take It Home,264783,3jbsRIkAf3vr818MKAtftO
2021-08-28 03:27,Alina Baraz,Buzzin,183287,5aFuDW1GwQrLyHp8Zw0oct
2021-08-28 03:31,WILLOW,9,253800,3e90JC8EKLsSDUHmPpxkfp
2021-08-28 03:35,Omar Apollo,Want U Around (feat. Ruel),247720,5vprsDWNcHMEMH95sbJkH2
2021-08-28 03:38,Jessie Reyez,"Figures, a Reprise",192826,0qynxleiY0wavOijAW9trC
2021-08-28 03:43,RKCB,31 / 10,270053,
2021-08-28 03:47,Frank Ocean,Solo,257380,
2021-08-28 03:55,Giveon,Heartbreak Anniversary,198370,3FAJ6O0NOHQV8Mc5Ri6ENp
2021-08-28 03:59,Sabrina Claudio,Unravel Me,245158,
2021-08-28 04:02,Galimatias,Drift,223448,
2021-08-28 04:06,Bea Miller,FEELS LIKE HOME,211521,
2021-08-28 04:08,Alina Baraz,More Than Enough,151462,1tNK6PDCrJLEa2AQBCEfjP
2021-08-28 04:12,Nao,Orbit,233746,
2021-08-28 04:15,H.E.R.,Every Kind Of Way,160160,
2021-08-28 04:15,Alina Baraz,Electric (feat. Khalid),8898,25wBlLDFcspzo9gBqvrQr3
2021-08-28 05:03,Alina Baraz,Electric (feat. Khalid),8862,25wBlLDFcspzo9gBqvrQr3
2021-08-28 13:05,Jordan Rakei,Family,37140,4Z445fris6yqDTeu7GWtAR
2021-08-28 13:08,Jordan Rakei,Family,207986,4Z445fris6yqDTeu7GWtAR
2021-08-28 13:12,BROODS,Four Walls,208346,
2021-08-28 13:17,cehryl,Fractals,298153,0rb8uwjyGc37ZPuvLBNGrj
2021-08-28 13:21,Oh Wonder,Without You,224740,0IVHlst3XMgzXUJbIyZ8oO
2021-08-28 13:25,Astronomyy,Rest in Paradise,230612,272LGhU84OINigzqplAv5t
2021-08-28 13:28,BØRNS,The Emotion,224786,03YZnK3XQWKpvo9TyNZzXf
2021-08-28 13:43,Ben Howard,I Forget Where We Were,270303,
2021-08-28 17:30,Oh Wonder,Shark,15769,3wwO0kUiwpyzHdkMNoifLR
2021-08-28 17:34,Lorde,Perfect Places,221874,7ARveOiD31w2Nq0n5FsSf8
2021-08-28 17:38,Sir Sly,Fun,232624,7plcUmQeFLphpul81MjBxk
2021-08-28 17:41,ZAYN,BeFoUr,208920,7ofgPlilLgcw6G7fd2zNpT
2021-08-28 17:45,The 1975,Sex,207001,
2021-08-28 17:48,BANKS,Gemini Feed,186333,5fdzPMOxUqVJYSzTP5cFP7
2021-08-28 17:52,Alabama Shakes,Don't Wanna Fight,232530,
2021-08-28 17:55,Ariana Grande,Let Me Love You,223853,
2021-08-28 18:00,Nothing But Thieves,Amsterdam,272240,454I78HEySdcHE8fcVabTb
2021-08-28 18:04,Ben Howard,Only Love,249173,
2021-08-28 18:08,Florence + The Machine,Dog Days Are Over,251840,
2021-08-28 18:11,Ariana Grande,My Everything,168520,4eumFsTnduH3zRfaASoAPs
2021-08-28 18:16,Florence + The Machine,Shake It Out,277720,
2021-08-28 18:28,BANKS,Beggin For Thread,51105,4PvD06Pmbm2rHG2JjSlElF
2021-08-29 15:18,BANKS,The Fall,176333,6IwwtYC8cdZj8zhTf0NU6g
2021-08-29 15:21,Bastille,Torn Apart (Bastille Vs. GRADES),185155,
2021-08-29 15:25,BANKS,Alibi,228357,6aEY6gBUMnfb9iW2ARR4jF
2021-08-29 15:29,Frank Ocean,Lost,234093,
2021-08-29 15:32,Wafia,I'm Good,182871,
2021-08-29 15:37,Glass Animals,The Other Side Of Paradise,320654,0rRjGruFonCGOt0S5zAJNQ
2021-08-29 15:42,Lianne La Havas,Green & Gold,278200,4HCcvFdHfwR2u3WPPPVRv6
2021-08-29 15:46,Glass Animals,Youth,230693,1LPGwuFgIzbJoShfDdw7MY
2021-08-29 15:49,HAIM,If I Could Change Your Mind,229373,
2021-08-29 15:54,Glass Animals,Agnes,271672,6prvUr8l3t7x5GY7heQb5w
2021-08-29 15:57,BANKS,Drowning - Live And Stripped,195133,1YPa7jmYgbCrz7VS7zSx1j
2021-08-29 16:12,Oh Wonder,Lifetimes,167419,48jKLs2qqEXKsQTmYHE0JD
2021-08-29 17:06,Glass Animals,Life Itself,281406,32zkKx35Et6A515oZKxDkD
2021-08-29 17:10,Childish Gambino,3005,234215,
2021-08-29 17:15,BANKS,Brain,282316,4dDoIid58lgImNuYAxTRyM
2021-08-29 17:19,Disclosure,Magnets,199245,
2021-08-29 17:22,Nothing But Thieves,Itch,204613,
2021-08-29 17:25,Glass Animals,Cane Shuga,196570,7GHqPV9RCRofSXh68htAkg
2021-08-29 17:29,Hippo Campus,Buttercup,226610,6iCJCZqDJjmBxt07Oid6FI
2021-08-29 17:38,Frank Ocean,Sweet Life,262680,
2021-08-29 17:41,Frank Ocean,Pink + White,184516,
2021-08-29 17:46,Beyoncé,Deja Vu (feat. Jay-Z) - Homecoming Live,289790,7Id9WVdUZXIK1jchXxvRH3
2021-08-29 17:50,Childish Gambino,Heartbeat,269840,
2021-08-29 17:58,Beyoncé,Ego,236360,
2021-08-29 17:59,Lorde,Supercut,31347,
